,底本/出典,史料名,ID,記述内容,記述場所,,発生場所,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞・体験,被害種別,緯度経度,X,Y,座標レベル,座標に関する備考,備考
3127,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,一同　中郡同様之事,,,江州八幡中郡,,,嘉永7年6月15日,1854年7月9日,,全般,"35.12834799470086, 136.09808805522562",,,２,近江八幡市役所に置く,
3128,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,高嶋郡近辺余程地震厳敷有之候得共未相分り不申候,,,江州八幡高島郡,,,嘉永7年6月15日,1854年7月9日,,全般,"35.35311841616488, 136.03572243910284",,,２,滋賀県高島市役所に置く（旧高島郡全域に該当）,
3129,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,東海道四日市宿同刻地震甚敷数多建家たおれ,,,四日市宿,,,嘉永7年6月15日,1854年7月9日,,建物被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
3130,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,東海道四日市宿同刻地震甚敷（中略）其後出火いたし駅中過半致焼失候よし,,,四日市宿,,,嘉永7年6月15日,1854年7月9日,,火災,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
3131,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,丹州亀山は京都も同様之事其外越前福井近辺大地震ニ御座候よし,,,丹州亀山,,,嘉永7年6月15日,1854年7月9日,,全般,"34.85589171157634, 136.45165654079017",,,２,便宜的に亀山市役所に置く,
3132,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,丹州亀山は京都も同様之事其外越前福井近辺大地震ニ御座候よし,,,京都,,,嘉永7年6月15日,1854年7月9日,,全般,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3133,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,丹州亀山は京都も同様之事其外越前福井近辺大地震ニ御座候よし,,,越前福井,,,嘉永7年6月15日,1854年7月9日,,全般,"36.0653016039869, 136.22174317679816",,,１,便宜的に福井県庁に置く,
3134,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,越前福井（中略）但十四日夜ゟ八ツ時ゟ大地震ニ而,,,越前福井,,,嘉永7年6月15日,1854年7月9日,,全般,"36.0653016039869, 136.22174317679816",,,１,便宜的に福井県庁に置く,
3135,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,嘉永七寅年六月十五日暁子の半刻頃より地震辰巳之方ゟ至而烈敷揺出し暫止り不申,,,,,,嘉永7年6月15日,1854年7月9日,体験,全般,,,,,,
3136,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,今辰之刻頃迄ニ凡弐拾度余も揺り候様,,,,,,嘉永7年6月15日,1854年7月9日,体験,余震,,,,,,
3137,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,御抱屋敷之内少々宛ハ損処御座候,,,,,,嘉永7年6月15日,1854年7月9日,体験,建物被害,,,,,,
3138,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,家揺崩レ蔵捻り或ハ家根破レ瓦落候も所々ニ及見候趣ニ御座候,,,,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,,,,,,
3139,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,辰之刻ゟ後申刻ニ至而も同様折々揺響鎮り不申,,,,,,嘉永7年6月15日,1854年7月9日,伝聞,余震,,,,,,
3140,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,河内国関峠之辺ゟ金剛山其外南都郡山之辺は余程烈敷損所も多有之候由ニ御座候,,,河内国　関峠,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,,,,,,
3141,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,河内国関峠之辺ゟ金剛山其外南都郡山之辺は余程烈敷損所も多有之候由ニ御座候,,,,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,,,,,,
3142,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,南都郡山之辺は余程烈敷損所も多有之候由ニ御座候,,,南都,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3143,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,南都郡山之辺は余程烈敷損所も多有之候由ニ御座候,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.64947200357435, 135.78288725046514",,,２,便宜的に奈良県大和郡山市役所に置く,
3144,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,西辺抔は余程損処出来候,,,西辺,,,嘉永7年6月15日,1854年7月9日,,,,,,,,
3145,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,其御地去ル十五日暁子半刻頃大地震ニて,,,京都,嘉永7年6月18日,1854年7月12日,嘉永7年6月15日,1854年7月9日,伝聞,全般,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3146,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,十三日は朝四ツ時頃白雨八ツ時頃地震,,,京都,嘉永7年6月18日,1854年7月12日,嘉永7年6月13日,1854年7月7日,伝聞,前震,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3147,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,十五日暁丑の上刻頃家内其外大小鳴動するに驚き出んとすれと足たゝす何事と思へハ大地震てそありける,,,京都,嘉永7年6月18日,1854年7月12日,嘉永7年6月15日,1854年7月9日,伝聞,全般,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3148,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,卯刻頃追々大揺三度ニおよび小揺度々あり,,,京都,嘉永7年6月18日,1854年7月12日,,,伝聞,余震,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3149,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,町家之石燈籠ハ悉倒,,,京都,嘉永7年6月18日,1854年7月12日,嘉永7年6月15日,1854年7月9日,伝聞,石造物倒壊,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3150,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,中ニハ土蔵またハ角家なと少し宛損るかたもあり,,,京都,嘉永7年6月18日,1854年7月12日,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3151,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,祇園境内の石燈籠過半倒石鳥居ハ別条なし,,,祇園,嘉永7年6月18日,1854年7月12日,嘉永7年6月15日,1854年7月9日,伝聞,石造物倒壊,"35.0038492007014, 135.77853194728445",,,３,京都市東山区八坂神社に置く,
3152,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,境内ハ石燈籠壱ケ所丈倒其外荒処一向見得ず,,,祇園,嘉永7年6月18日,1854年7月12日,嘉永7年6月15日,1854年7月9日,伝聞,石造物倒壊,"35.0038492007014, 135.77853194728445",,,３,京都市東山区八坂神社に置く,
3153,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,当店ハ石燈籠倒候斗ニ而其外何等別条無御座候,,,京都,嘉永7年6月18日,1854年7月12日,嘉永7年6月15日,1854年7月9日,伝聞,石造物倒壊,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3154,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,其後日々両三度宛揺頓と相止不申,,,京都,嘉永7年6月18日,1854年7月12日,嘉永7年6月15日,1854年7月9日,伝聞,余震,"35.02109871044051, 135.75533444196796",,,１,便宜的に京都府庁に置く,
3155,新収日本地震史料 第5巻 別巻3,〔聞書〕三井文庫,J1600017,此度之大地震誠ニ大変ニ而町中壱軒も無事成様無御座候,,,奈良,嘉永7年6月16日,1854年7月10日,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3156,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,嘉永七年安政元年甲寅六月十五日辛巳丑上刻頃大坂市中地震,,,大坂,,,嘉永7年6月15日,1854年7月9日,体験,全般,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3157,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,其後少し宛度々震動明六ツ時頃又大ニ震ふ同時半頃にも又々大震ふ最初の時程にハなし,,,大坂,,,嘉永7年6月15日,1854年7月9日,体験,余震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3158,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,当日七ツ時迄に凡廿四五度斗震たりといふ人有き,,,大坂,,,嘉永7年6月15日,1854年7月9日,体験,余震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3159,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,夫ゟ少し宛ハ不絶少間ツゝ（ママ）して震ふ,,,大坂,,,嘉永7年6月15日,1854年7月9日,体験,余震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3160,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,十六日暁八ツ時に大に震ふ,,,大坂,,,嘉永7年6月16日,1854年7月10日,体験,余震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3161,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,夫より五ツ前にも余程震ふ,,,大坂,,,嘉永7年6月16日,1854年7月10日,体験,余震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3162,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,市中土蔵抔損したるも多し中にハ潰れたる有よし也,,,大坂,,,嘉永7年6月15日,1854年7月9日,体験,建物被害,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3163,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,或人の云此節摂州有馬山鳴動するよし,,,有馬山,,,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.80009495445608, 135.24738980137784",,,２,便宜的に兵庫県神戸市有馬町に置く,
3164,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,其響の先なるへし高槻辺抔も地震殊に強く絶間なし,,,高槻,,,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.84604824793421, 135.61724878857976",,,２,大阪府高槻市役所に置く,
3165,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,南都ハ別て甚敷地裂破れたる所なと出来所々損所も有之よし,,,南都,,,嘉永7年6月15日,1854年7月9日,伝聞,地変,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3166,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,大津辺も殊に震動のよし町家四十軒斗つふれたり,,,大津,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"35.018346913373065, 135.85473064993246",,,２,便宜的に大津市役所に置く,
3167,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,伏見辺も少々損し家等出来候よし,,,伏見,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.936220736739955, 135.7613743771517",,,２,便宜的に伏見区役所に置く,
3168,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,市中の石燈籠無難なるハ少く火袋砕ケ柱折れなとしたるよし,,,大坂,,,嘉永7年6月15日,1854年7月9日,伝聞,石造物倒壊,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3169,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,住吉石燈籠二基崩而已,,,住吉（大社）,,,嘉永7年6月15日,1854年7月9日,伝聞,石造物倒壊,"34.61246069191603, 135.49375047086093",,,３,住吉大社,
3170,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,摂河在々潰家所々に有しよし,,,摂津,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.777332920210405, 135.56182642523066",,,２,便宜的に摂津市役所に置く,
3171,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,摂河在々潰家所々に有しよし,,,河内,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.579379500455346, 135.62859102378937",,,２,便宜的に大阪府柏原市役所に置く,
3172,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,市中西の方震動甚たし,,,大坂,,,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3173,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,上町ハ少しゆるきやうに覚ゆると古老の人の咄し也,,,大坂,,,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3174,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,左も有へし都而上町よりハ舩場の方甚し,,,大坂,,,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3175,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,北の新地辺も烈敷よし蔵の損したるにて想像やるへし,,,大坂,,,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3176,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,同日同刻伊賀上野城潰れ,,,伊賀上野城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.770361106669256, 136.12707096619877",,,３,,
3177,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,城下町々大損し,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
3178,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,翌十六日も地震不止よし,,,伊賀上野,,,嘉永7年6月16日,1854年7月10日,伝聞,余震,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
3179,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,死人凡七千人斗大木抔もゆりこかし候て是か為に被打て死る者も有何,,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
3180,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,和州郡山城所々潰れ,,,和州郡山城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.65189844063516, 135.77914224284197",,,３,郡山城跡に置く,
3181,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,町家所々破損し候由にて潰家等も有之,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.64950518219235, 135.78285167566096",,,２,便宜的に大和郡山市役所に置く,
3182,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,家ハ四分通潰れ,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.64950518219235, 135.78285167566096",,,２,便宜的に大和郡山市役所に置く,
3183,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,人百廿人斗死すと,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.64950518219235, 135.78285167566096",,,２,便宜的に大和郡山市役所に置く,
3184,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,南都も殊の外厳敷よし,,,南都,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3185,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,町家所々潰れ又ハ損し無難なるハなきよし,,,南都,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3186,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,前日十三日の両度少し地震ありこれハ大坂にていさゝかなりしか,,,大坂,,,嘉永7年6月13日,1854年7月8日,伝聞,前震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3187,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,大和芝村辺抔ハ余程はけしき由ニて暫ハはぜ舟に乗し程のゆらつきのよし,,,大和芝村,,,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.53549913375176, 135.84369942033737",,,３,奈良県桜井市芝陣屋跡に置く,
3188,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,奈良郡山辺も同様と思ハるゝなり,,,奈良,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3189,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,奈良郡山辺も同様と思ハるゝなり,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.64950518219235, 135.78285167566096",,,２,便宜的に大和郡山市役所に置く,
3190,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,十七日も折々震ふしかれとも,,,大坂,,,嘉永7年6月17日,1854年7月11日,体験,余震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3191,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,十八日六ツ半頃にも少し大なる震なり,,,大坂,,,嘉永7年6月18日,1854年7月12日,体験,余震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
3192,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,京都来状の内祇園社花表たおれて両方の茶店砕け申候,,,祇園社,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"35.0038492007014, 135.77853194728445",,,３,京都市東山区八坂神社に置く,
3193,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,一城州木津大方くつれ無難の家ハ十二三軒斗其余ハ破損せさるハなし,,,木津,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.737202783042875, 135.8200844726145",,,２,便宜的に京都府木津川市役所に置く,
3194,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,同加茂笠置辺山崩れ,,,加茂,,,嘉永7年6月15日,1854年7月9日,伝聞,地変,"34.75218889329374, 135.86643700504376",,,３,木津川市加茂支所に置く,
3195,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,同加茂笠置辺山崩れ,,,笠置,,,嘉永7年6月15日,1854年7月9日,伝聞,地変,"34.760524677121786, 135.93943865864057",,,３,京都府相良郡笠置町役場に置く,
3196,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,出水平地より三尺斗,,,加茂,,,嘉永7年6月15日,1854年7月9日,伝聞,液状化,"34.75218889329374, 135.86643700504376",,,３,木津川市加茂支所に置く,
3197,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,出水平地より三尺斗,,,笠置,,,嘉永7年6月15日,1854年7月9日,伝聞,液状化,"34.760524677121786, 135.93943865864057",,,３,京都府相良郡笠置町役場に置く,
3198,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,人家多く倒れ損し家等有之由,,,加茂,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.75218889329374, 135.86643700504376",,,３,木津川市加茂支所に置く,
3199,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,人家多く倒れ損し家等有之由,,,笠置,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.760524677121786, 135.93943865864057",,,３,京都府相良郡笠置町役場に置く,
3200,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,江州膳所城下人家取々損し有之,,,江州膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
3201,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,裏廻りの構高塀等多分湖水へ落込申候由,,,江州膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
3202,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,石場舟乗場大石燈籠湖水へたをれ,,,石場船乗場,,,嘉永7年6月15日,1854年7月9日,伝聞,石造物倒壊,"35.00276230372571, 135.87591313402797",,,３,滋賀県大津市石場公道に置く,
3203,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,同舟番所潰れ（中略）其外所々損し申候,,,石場船乗場,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"35.00276230372571, 135.87591313402797",,,３,滋賀県大津市石場公道に置く,
3204,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,横死両三人有之,,,石場船乗場,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"35.00276230372571, 135.87591313402797",,,３,滋賀県大津市石場公道に置く,
3205,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,勢州四日市同日大地震建家不残破損し,,,勢洲四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
3206,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,人多く死す生残る人ハわつかなるよし未た詳ならす,,,勢洲四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
3207,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,越前福井当月十三日（中略）翌日夜大地震ニて人多く損したるよし,,,越前福井,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"36.0653016039869, 136.22174317679816",,,１,便宜的に福井県庁に置く,
3208,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,甲賀上野城下建家大地へ軒迄ゆり込候所多分在之死人五六千人斗程も可有之哉,,,甲賀上野城下,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.89282596711223, 136.23012754613714",,,３,便宜的に滋賀県甲賀市甲賀町上野公道に置く,
3209,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,右町家倒れ候所出火在之家数余程焼失す,,,甲賀上野城下,,,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.89282596711223, 136.23012754613714",,,３,便宜的に滋賀県甲賀市甲賀町上野公道に置く,
3210,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,奈良ハ未た地震不脩申（ママ）,,,奈良,,,,,,,,,,,,
3211,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,当地も折々震ひの後とも格別の議無之候所廿一日夜五ツ半頃余程厳敷く（カ）,,,奈良,,,嘉永7年6月21日,1854年7月15日,伝聞,余震,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3212,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,其後同夜九ツ半頃少し計震ひ申候,,,奈良,,,嘉永7年6月21日,1854年7月15日,伝聞,余震,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3213,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,奈良近辺ハ倒れ家多く候,,,奈良,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3214,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,くらがり峠なとも同様混乱,,,くらがり峠,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.665743445524875, 135.6712864285455",,,３,奈良県生駒市暗峠に置く,
3215,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,豊浦辺も同断,,,豊浦,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.67234717999238, 135.64860954590367",,,３,便宜的に大阪府東大阪市豊浦町公道に置く,
3216,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,松原も食事等難出来,,,松原,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.57799591610359, 135.5517975718132",,,２,便宜的に松原市役所に置く,
3217,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,玉造辺迄飢をしのき急き帰り申候,,,玉造,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.6775622643137, 135.52913888407184",,,３,大阪市中央区玉造公道に置く,
3218,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,郡山へ参りたる者の咄に（中略）家を逃出ると其跡にて建家倒れたり,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.64950518219235, 135.78285167566096",,,２,便宜的に大和郡山市役所に置く,
3219,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,大地裂れる時ハ其破目より煙の如きもの吹出しけるとそ,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,地変,"34.64950518219235, 135.78285167566096",,,２,便宜的に大和郡山市役所に置く,
3220,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,池田近辺夜々野の中より火の玉発して空へ揚ると其儘消失る事所々に有之,,,池田,,,嘉永7年6月15日,1854年7月9日,伝聞,発光現象等,"34.82192905440776, 135.42853624458903",,,２,便宜的に大阪府池田市役所に置く,
3221,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,摂津六甲山抔この頃鳴渡りニて諸人恐れをなすといふ,,,六甲山,,,嘉永7年6月15日,1854年7月9日,伝聞,地震動,"34.778209795114726, 135.26365420278557",,,３,兵庫県神戸市北区有馬町六甲山に置く,
3222,新収日本地震史料 第5巻 別巻3,〔南陽叢書　四〕宮内庁書陵部,J1600018,大地分烈（ママ）し二人ハ其中へ落入たり,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,地変,"34.64950518219235, 135.78285167566096",,,２,便宜的に大和郡山市役所に置く,
